output_3
	time	id	topic	sentiments	like	text
455	Tue Nov 30 23:55:50 +0000 2021	1465831973411336193	CS	=	0	"El Paso COVID-19 update for Tue. 11/30: 467 new cases, 1 new death, 6,656 active cases (-337 since yesterday), 336 patients hospitalized (+27) -- 105 in ICU, 54 on ventilators. #Texas  #COVID19 https://t.co/fKX9nfnT7g"
456	Tue Nov 30 23:57:57 +0000 2021	1465832502757527556	CV	=	4	"Just had my Covid-19 booster shot yesterday.  1st &amp; 2nd dose: Astra Zeneca.  Booster: Pfizer.  Side effects so far: headache, slight fever, ms soreness, palpitations and slight increase of BP."
457	Tue Nov 30 23:57:11 +0000 2021	1465832312189460485	CL	=	1	@SenTomCotton I agree that Republicans are a far greater threat.  Explain to me how China is a current Covid threat.  It's only U.S. Republicans and conspiracy theorists in other countries that are threatening the world population
458	Tue Nov 30 23:55:52 +0000 2021	1465831981183381506	CY	=	0	"@eleonorasfalcon @TheBembridge When you’ve watched Covid patients die, literally suffocating to death, then you can comment on being heartless. Understand the bigger picture. Wear a mask to save lives. NHS been doing it for years. I volunteered frontline ambulance during Covid and held hands of people dying!"
459	Tue Nov 30 23:55:27 +0000 2021	1465831874245402627	CP	=	0	"@AGJeffLandry SICK or well,  I don’t want to be near the far right politicized health system of Louisiana. If I want to stay alive, I avoid COVID Louisiana. I avoid perennial murder state Louisiana and perennial Murder Capital New Orleans - . I’ve made my last LA trip!"
460	Tue Nov 30 23:59:04 +0000 2021	1465832783910248449	CV	=	5	UPDATE: FDA panel backs first-of-a-kind COVID-19 pill from Merck https://t.co/8TpLopLI2D
461	Tue Nov 30 23:59:30 +0000 2021	1465832893805174787	PY	=	0	@RepSwalwell I am proudly unvaxxed and have had Covid 19. I survived. Stop spreading propaganda and lies. You know what other choice that your children did not have? Their father having sex with a communist spy. Bet you don't want to discuss that though.
462	Tue Nov 30 23:56:44 +0000 2021	1465832197559042048	PL	+	7	Did my first at home Covid test today. Negative. Boy is also negative. Continuing the streak of not getting Covid (as far as we know)
463	Tue Nov 30 23:59:37 +0000 2021	1465832924482195460	CV	=	1	"Getting a covid shot today, reason being is because I wanna travel to palmiston North cause the rents cheaper"
464	Tue Nov 30 23:59:25 +0000 2021	1465832873517322243	CV	=	0	FDA advisers narrowly endorse Merck's COVID-19 antiviral pill https://t.co/M6ndHNqQVc
465	Tue Nov 30 23:56:50 +0000 2021	1465832222905098243	CS	=	0	@quintic @H2OEcologist @BuckSexton This is the claim that I mean to cite. That covid didn't spike causes of death in general.  Why is her claim wrong? Please specify https://t.co/v6m5U32l4W
466	Tue Nov 30 23:56:10 +0000 2021	1465832055711936517	CT	=	0	Omicron: How are Covid rules and booster jabs changing? - BBC News https://t.co/09y6MxRclb https://t.co/R3UzRDbicz
467	Tue Nov 30 23:57:31 +0000 2021	1465832395840630788	PL	-	2	"Like thousands of people, I cancelled my Christmas plans last year because of the new COVID restrictions.  Meanwhile, they were having a party in No10.  What a complete joke. https://t.co/S0kKxSI7xx"
468	Tue Nov 30 23:57:16 +0000 2021	1465832333056036873	CR	-	0	@TheraseWeeks @UK_Centrist I can’t afford to go to Canada I have to have a quarantine plan And have to pay thousands of dollars if I’m placed in quarantine. Covid test cost $300 to cross the border it is only rich people crossing the border. Poor people can’t afford it
469	Tue Nov 30 23:59:27 +0000 2021	1465832883071844355	CY	=	3	"@FlippinSteve @MarkFriesen08 The fact CoVid exists and is killing plenty of faithful Christians is proof enough for me that a) god is evil or b) god is incapable, and in either case not worthy of worship &amp; adoration. Modern science has performed more “miracles” than faith healers and prayer ever have."
470	Tue Nov 30 23:55:40 +0000 2021	1465831928913928195	CR	=	0	How to find the cheapest Covid tests for overseas travel https://t.co/sMsI7ywxsa
471	Tue Nov 30 23:56:30 +0000 2021	1465832138188951552	CY	=	1	CNBC Host Says Quiet Part Out Loud About COVID Vaccine Mandate https://t.co/HoT4pUGfEC
472	Tue Nov 30 23:55:09 +0000 2021	1465831798617755650	CY	=	0	@AdamSchefter LeBron got covid wtf
473	Tue Nov 30 23:55:10 +0000 2021	1465831803420393484	CY	-	4	"@wsbgnl @myrabatchelder Especially when there’s evidence of millions of us catching Covid thru this exact work situation &amp; getting #loncovid and becoming disabled, trying to survive with no income, being denied by disability etc etc"
474	Tue Nov 30 23:58:26 +0000 2021	1465832627391270915	CV	=	29	"I'm with Charlie. I'm vaccinated and boosted and trying to live a normal life. Anti-Covid measures are a much, much bigger worry for me at the moment than Covid. https://t.co/NoqdOfJMhs"
475	Tue Nov 30 23:56:50 +0000 2021	1465832223928635392	CY	=	11	these lebron covid jokes a bit distasteful but of course twitter doesn’t care lol
476	Tue Nov 30 23:55:16 +0000 2021	1465831827504087049	CY	=	0	Russ gave Lebron covid wow https://t.co/M37sv2jauH
477	Tue Nov 30 23:58:52 +0000 2021	1465832733985234949	CY	=	1	@WalterAppling Covid and Darwinism struggle
478	Tue Nov 30 23:57:07 +0000 2021	1465832294099345408	CL	-	0	@joanmh8 @RpsAgainstTrump He’s a Trumper and says the government took away your freedom with Covid mandates and didn’t keep people safe.
479	Tue Nov 30 23:57:03 +0000 2021	1465832279289348099	CS	=	0	COVID outbreak hits the P-Bruins https://t.co/SQXl7RPUoz
480	Tue Nov 30 23:58:01 +0000 2021	1465832522735099910	CV	-	4	The Merck Covid pill had a tough time getting a positive recommendation from the @US_FDA panel with a 13:10 vote.   Concerns raised on efficacy data and teratogenesis  https://t.co/miErI1JWjb
481	Tue Nov 30 23:57:33 +0000 2021	1465832405340729354	CY	=	0	"This is all on the @WhiteHouse and the ilk that is associated with and advises dementia-ridden #Biden. Between Biden's support of abortion, Afghan withdrawal process and Covid protocols, he is responsible for millions dead. Is that acceptable #Catholosism? https://t.co/LD7PWfKx0E"
482	Tue Nov 30 23:56:25 +0000 2021	1465832117934432262	CR	=	0	"Most employers will require workers to get COVID-19 shots, survey shows https://t.co/ZWiy3ED0Rc via @usatoday   OK. #omicron  THIS is an ""OCEAN of info;""ANS. for us 'non-elites:' #supersimplified IN PLAIN ENGLISH, #covidvaccine #vaccines #coronavirus https://t.co/xINoQQkHs6"
483	Tue Nov 30 23:59:03 +0000 2021	1465832779350953992	CY	=	0	Lebron got Covid ??????
484	Tue Nov 30 23:56:07 +0000 2021	1465832043883999238	CY	=	2	"Am I the only one who's more concerned that this is a regular thing than if it were unique to Covid? Would it be any better if they brought in the military to control an outbreak of ebola?  Crowd containment by military, whatever the reason, seems like cause for concern to me. https://t.co/mk9Ynv2fHg"
485	Tue Nov 30 23:55:22 +0000 2021	1465831853487755267	CY	-	0	220K Dead under Trump from Covid. 360K  Dead under Biden.
486	Tue Nov 30 23:58:19 +0000 2021	1465832595850153988	PL	+	1	@zzyzyvasmay @cryptotweakin @QuincysKingdom @BostonBedelia @ashishkjha I'm immunocompromised and have 3 shots Moderna and mask up!
487	Tue Nov 30 23:56:00 +0000 2021	1465832012422340609	CL	-	1	A federal judge in Kentucky has temporarily blocked President Joe Biden’s vaccine mandate for federal contractors.  https://t.co/F5Si2cm1be
489	Tue Nov 30 23:59:13 +0000 2021	1465832821461688322	CV	=	7	8 billion shots. This is not experimental; we have the data.  https://t.co/HfqCTG2DZa
490	Tue Nov 30 23:56:06 +0000 2021	1465832036728508416	CT	=	0	Statement on Omicron COVID variant from Word Health Organization (WHO)  https://t.co/lzAB7XrCLQ
491	Tue Nov 30 23:57:20 +0000 2021	1465832348600221701	CT	=	1	Moderna CEO: Vaccines won't handle new coronavirus variant https://t.co/lSWnU47m0a
492	Tue Nov 30 23:58:14 +0000 2021	1465832577487486984	CT	=	4	O-micron … as in very small .. is clearly a real coronavirus .. A COMMON COLD!!!!!!!!!! https://t.co/3pWOAUGShr
493	Tue Nov 30 23:56:12 +0000 2021	1465832062234079233	CV	-	2	@Sugar_tits_420 Haven't gotten the jab. But got COVID. It's pretty terrible and feels like you have had a chemical injected into you. Not natural at all. Monoclonal antibodies cleared me up in 3 days though.
494	Tue Nov 30 23:58:48 +0000 2021	1465832718336364549	CP	=	12	"@MikeKowal9 @clarencehilljr @MasterTes I’m not sure what world  you live on, but anyone who believes in science knows you can still get Covid . With having the vaccination. 🤦🏽‍♂️"
495	Tue Nov 30 23:56:02 +0000 2021	1465832022937509888	CY	=	4	@MetalHammer Good. Places that don't take COVID seriously don't deserve the luxury of quality entertainment.
496	Tue Nov 30 23:59:01 +0000 2021	1465832771062960132	CV	=	2	"@Sugar_tits_420 I have gotten the vaccine, and we are practically besties now. I am covid free, but I'm also boring and don't go anywhere and sanitize often. I support peoples choice to get it or not, as long as people are happy I don't care one way or another"
497	Tue Nov 30 23:55:03 +0000 2021	1465831772650889227	CV	+	0	https://t.co/5Zw9KaX5hI FDA Advisory Committee Narrowly Votes To Approve Merck's COVID 'Miracle Drug'
498	Tue Nov 30 23:55:20 +0000 2021	1465831846017703936	CL	-	0	"So let people keep getting sick, let people die - let healthcare workers give covid to patients - the judge is an ignorant asshole - an ignoranus... A federal judge blocks Biden’s vaccine mandate for U.S. health workers. https://t.co/9VfKS1K1g9"
499	Tue Nov 30 23:58:33 +0000 2021	1465832654016765954	CY	=	6	@wolfe_hips @wfaa So when someone dies from COVID…they actually didn’t die from COVID. But when someone dies within a year of getting the COVID vaccine…they died from the COVID vaccine. Y’all make no sense. If a person dieS from COVID…that means THEY DIED FROM COVID.
